region,pdf_filename,policy_name,category_1,category_2,url,notes
경남,2000000704.pdf,정책 2000000704,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2000002257 (2).pdf,정책 2000002257 (2),기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2020년 시자체 생활보장사업 지원 계획.pdf,2020년 시자체 생활보장사업 지원 계획,경제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2022 설명절 사랑나눔 이웃돕기 계획.pdf,"불우세대 설,추석 위문",기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2023년 결식우려노인 식사배달사업 추진계획(조견지).pdf,2023년 결식우려노인 식사배달사업 추진계획(조견지),시설,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2023년 청년기술창업수당 지원사업 추진계획(최종).pdf,2023년 청년기술창업수당 지원사업 추진계획,경제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2023년_노숙인_등의_복지사업안내.pdf,부랑인노숙자차마임지급,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2024년 공공근로사업 종합지침.pdf,2024년 공공근로사업 종합,일자리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2024년 장애인보조기기 및 편의설비 지원사업 지침.pdf,2024년 장애인보조기기 및 편의설비 지원사업,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2024년 저소득 주민 최저생활보장 지원 계획 (2).pdf,기초생활수급자 쓰레기봉투 지원,경제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2024년도 노인일자리 및 사회활동 지원사업 운영안내.pdf,노인일자리사업,일자리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,20250416172320_25년 직접일자리사업 중앙부처-자치단체 합동지침(최종).pdf,20250416172320 25년 직접일자리사업 중앙부처-자치단체 합동,일자리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 공공근로사업 지침(안).pdf,2025년 공공근로사업,일자리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 공공근로사업 지침(안)_최최종.pdf,2025년 공공근로사업,일자리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 노숙인 등의 복지사업안내.pdf,"upload 전북 pdf, hwp",기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 무료경로식당 및 식사배달 사업 계획.pdf,재가결식노인 식사배달사업,시설,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 심뇌혈관질환예방관리사업 추진계획.pdf,당뇨합병증 검사비 지원,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 어려운세대 밑반찬 지원사업 추진계획.pdf,어려운세대 밑반찬 지원사업,식생활,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 자원봉사센터 이동목욕서비스 운영계획.pdf,찾아가는 이동목욕서비스 운영,돌봄,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 장애인신문 보급사업 추진계획.pdf,경남장애인신문 보급사업,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 장애인활동지원 시 추가사업 시행계획.pdf,장애인활동지원 시 추가,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 저소득 틈새지원사업 추진 계획.pdf,저소득틈새지원사업,경제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025년 취약계층 주거환경 개선사업 추진계획.pdf,취약계층 주거환경 개선사업,주거,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,2025노인보건복지사업안내(노인건강진단).pdf,노인건강진단,건강,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,25년노숙인등의복지사업안내.pdf,행려자 귀향여비 지원,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,[본문]2025년 거동불편노인 식사배달 지원사업 추진계획(안).pdf,[본문]2025년 거동불편노인 식사배달 지원사업 추진계획(안),시설,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,[조례 제2808호] 함안군 저소득 주민 건강보험료 및 장기요양보험료 지원 조례 일부개정조례안.pdf,[조례 제2808호] 함안군 저소득 주민 건강보험료 및 장기요양보험료 지원 조례 일부개정조례안,건강,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,__´____²½_¡______¹.pdf,´ ²½ ¡ ¹,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
경남,__¸__¸_°______¸___ _§____.pdf,¸ ¸ ° ¸ §,기타,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52005M.do?page=1&orderBy=date&tabId=1&period=%EB%85%B8%EB%85%84,
